code,name,city,prov,nation,lat,lon,risk
1358A,华侨城,深圳市,广东省,中国,22.5417,113.987,1
1359A,南海子站,深圳市,广东省,中国,22.5171,113.9181,1
1360A,盐田,深圳市,广东省,中国,22.5689,114.2458,3
1361A,龙岗,深圳市,广东省,中国,22.7244,114.2283,2
1362A,西乡,深圳市,广东省,中国,22.5861,113.8953,1
1363A,南澳,深圳市,广东省,中国,22.5422,114.494,1
1364A,葵涌,深圳市,广东省,中国,22.6342,114.41,1
1365A,梅沙,深圳市,广东省,中国,22.5978,114.297,1
1366A,观澜,深圳市,广东省,中国,22.738,114.0678,2
1367A,吉大,珠海市,广东省,中国,22.2618,113.5814,1
1368A,前山,珠海市,广东省,中国,22.2335,113.4881,1
1369A,唐家,珠海市,广东省,中国,22.4251,113.628,1
1370A,斗门,珠海市,广东省,中国,22.2281,113.299,1
1371A,湾梁,佛山市,广东省,中国,23.0067,113.1294,1
1372A,华材职中,佛山市,广东省,中国,23.0478,113.1083,1
1373A,南海气象局,佛山市,广东省,中国,23.0453,113.144,1
1374A,顺德苏岗,佛山市,广东省,中国,22.8094,113.2881,1
1375A,容桂街道办,佛山市,广东省,中国,22.7642,113.2544,1
1376A,高明孔堂,佛山市,广东省,中国,22.8678,112.8383,1
1377A,三水监测站,佛山市,广东省,中国,23.1588,112.8836,1
1378A,三水云东海,佛山市,广东省,中国,23.185,112.867,1
1379A,华柏园,中山市,广东省,中国,22.5211,113.3769,1
1380A,张溪,中山市,广东省,中国,22.5497,113.3881,1
1381A,紫马岭,中山市,广东省,中国,22.5111,113.4075,1
1382A,长江旅游区(对照点),中山市,广东省,中国,22.4853,113.4411,1
1383A,北街,江门市,广东省,中国,22.6058,113.1064,1
1384A,西区,江门市,广东省,中国,22.5835,113.0731,1
1385A,圭峰西,江门市,广东省,中国,22.5311,113.0219,1
1386A,东湖,江门市,广东省,中国,22.5947,113.0828,1
1387A,东城主山,东莞市,广东省,中国,23.0457,113.7875,0
1388A,南城元岭,东莞市,广东省,中国,23.0202,113.7533,1
1389A,莞城梨川,东莞市,广东省,中国,23.0494,113.7547,2
1390A,东城石井,东莞市,广东省,中国,23.0128,113.7944,1
1391A,南城西平,东莞市,广东省,中国,22.9658,113.7383,1
1392A,河南岸金山湖子站,惠州市,广东省,中国,23.0528,114.4183,1
1393A,下埔横江三路子站,惠州市,广东省,中国,23.0822,114.4053,1
1394A,江北云山西路子站,惠州市,广东省,中国,23.1142,114.4103,1
1395A,惠阳区承修路船湖子站,惠州市,广东省,中国,22.7833,114.4645,11
1396A,大亚湾管委会子站,惠州市,广东省,中国,22.7422,114.5317,1
1397A,睦岗子站,肇庆市,广东省,中国,23.0706,112.4267,1
1398A,城中子站,肇庆市,广东省,中国,23.0475,112.4645,1
1399A,坑口子站,肇庆市,广东省,中国,23.1522,112.5544,2
1400A,七星岩子站(对照点),肇庆市,广东省,中国,23.1,112.4753,1
1401A,二十一中,南宁市,广西壮族自治区,中国,22.7881,108.3103,1
1402A,北湖,南宁市,广西壮族自治区,中国,22.8528,108.3141,1
1403A,市监测站,南宁市,广西壮族自治区,中国,22.8225,108.3206,1
1404A,大自然花园,南宁市,广西壮族自治区,中国,22.8037,108.3829,1
1405A,仙葫(对照点),南宁市,广西壮族自治区,中国,22.7904,108.4394,1
1406A,区农职院,南宁市,广西壮族自治区,中国,22.8467,108.2397,1
1408A,沙井镇街道办,南宁市,广西壮族自治区,中国,22.7757,108.2257,2
1407A,英华嘉园,南宁市,广西壮族自治区,中国,22.735,108.3275,1
1409A,东寨港(对照点),海口市,海南省,中国,19.9507,110.576,1
1410A,海南大学,海口市,海南省,中国,20.0574,110.3232,1
1411A,秀英海南医院,海口市,海南省,中国,20.0053,110.283,1
1412A,海南师范大学,海口市,海南省,中国,19.9969,110.338,1
1413A,龙华路环保局宿舍,海口市,海南省,中国,20.0356,110.33,1
1414A,缙云山(对照点),重庆市,重庆市,中国,29.8279,106.3787,1
1415A,高家花园(停运161118),重庆市,重庆市,中国,29.5736,106.46,1
1416A,天生,重庆市,重庆市,中国,29.8253,106.4213,1
1417A,两路,重庆市,重庆市,中国,29.7228,106.6263,1
1418A,虎溪,重庆市,重庆市,中国,29.5983,106.2953,1
1419A,南坪,重庆市,重庆市,中国,29.5102,106.5777,4
1420A,唐家沱,重庆市,重庆市,中国,29.6277,106.6556,1
1421A,茶园,重庆市,重庆市,中国,29.4906,106.6349,1
1422A,白市驿,重庆市,重庆市,中国,29.4572,106.3754,3
1423A,解放碑(停运170928),重庆市,重庆市,中国,29.5642,106.571,1
1424A,杨家坪(停运161118),重庆市,重庆市,中国,29.5164,106.512,1
1425A,空港,重庆市,重庆市,中国,29.7166,106.6205,1
1426A,新山村,重庆市,重庆市,中国,29.4875,106.4782,2
1427A,礼嘉,重庆市,重庆市,中国,29.6453,106.5616,1
1429A,鱼新街,重庆市,重庆市,中国,29.3917,106.5093,1
1428A,蔡家,重庆市,重庆市,中国,29.7091,106.4522,1
1430A,南泉(停运161119),重庆市,重庆市,中国,29.4272,106.591,1
1431A,金泉两河,成都市,四川省,中国,30.7236,103.9728,1
1432A,十里店,成都市,四川省,中国,30.6764,104.1419,4
1433A,三瓦窑,成都市,四川省,中国,30.5767,104.0594,2
1434A,沙河铺,成都市,四川省,中国,30.6306,104.1122,1
1435A,梁家巷,成都市,四川省,中国,30.685,104.074,1
1436A,草堂寺（已停运）,成都市,四川省,中国,30.6544,104.026,1
1437A,君平街,成都市,四川省,中国,30.6556,104.0431,2
1438A,灵岩寺(对照点),成都市,四川省,中国,31.0201,103.6202,1
1439A,马鞍山,贵阳市,贵州省,中国,26.5998,106.6899,1
1440A,市环保站,贵阳市,贵州省,中国,26.5694,106.6971,1
1441A,鉴湖路,贵阳市,贵州省,中国,26.6266,106.6243,0
1442A,燕子冲,贵阳市,贵州省,中国,26.6343,106.7487,0
1443A,碧云窝,贵阳市,贵州省,中国,26.4365,106.6555,0
1444A,中院村,贵阳市,贵州省,中国,26.5161,106.694,0
1445A,红边门,贵阳市,贵州省,中国,26.6027,106.7109,0
1446A,新华路,贵阳市,贵州省,中国,26.5699,106.7164,0
1447A,太慈桥,贵阳市,贵州省,中国,26.5424,106.674,2
1552A,桐木岭(对照点),贵阳市,贵州省,中国,26.3003,106.805,1
1449A,关上,昆明市,云南省,中国,25.0124,102.743,1
1450A,呈贡新区,昆明市,云南省,中国,24.8886,102.8204,1
1451A,西山森林公园(对照点),昆明市,云南省,中国,24.9608,102.6251,1
1452A,龙泉镇,昆明市,云南省,中国,25.0902,102.7252,1
1453A,东风东路,昆明市,云南省,中国,25.0375,102.7266,1
1454A,金鼎山,昆明市,云南省,中国,25.0669,102.6742,1
1455A,碧鸡广场,昆明市,云南省,中国,25.0401,102.6644,3
1456A,八廓街,西藏自治区,西藏自治区,中国,29.6514,91.1319,1
1457A,市环保局,西藏自治区,西藏自治区,中国,29.6747,91.1221,1
1458A,区监测站,西藏自治区,西藏自治区,中国,29.6475,91.0874,1
1459A,西藏大学,西藏自治区,西藏自治区,中国,29.6541,91.1774,1
1460A,区辐射站,西藏自治区,西藏自治区,中国,29.6588,90.9798,1
1461A,拉萨火车站,西藏自治区,西藏自治区,中国,29.6292,91.0834,1
1462A,高压开关厂,西安市,陕西省,中国,34.2749,108.882,1
1463A,兴庆小区,西安市,陕西省,中国,34.2629,108.993,1
1464A,纺织城,西安市,陕西省,中国,34.2572,109.06,1
1465A,小寨,西安市,陕西省,中国,34.2173,108.9356,2
1466A,市人民体育场,西安市,陕西省,中国,34.2713,108.954,1
1467A,高新西区,西安市,陕西省,中国,34.2322,108.8922,1
1468A,经开区,西安市,陕西省,中国,34.3474,108.935,1
1469A,长安区,西安市,陕西省,中国,34.1546,108.906,1
1470A,阎良区,西安市,陕西省,中国,34.6575,109.2,1
1471A,临潼区,西安市,陕西省,中国,34.3731,109.2186,1
1472A,草滩(对照点),西安市,陕西省,中国,34.378,108.869,1
1473A,曲江文化产业集团,西安市,陕西省,中国,34.1978,108.985,1
1474A,广运潭,西安市,陕西省,中国,34.3213,109.051,1
1475A,职工医院（20181115停运）,兰州市,甘肃省,中国,36.0812,103.7222,1
1476A,兰炼宾馆,兰州市,甘肃省,中国,36.1031,103.631,1
1477A,榆中兰大校区(对照点),兰州市,甘肃省,中国,35.9454,104.1373,2
1478A,生物制品所,兰州市,甘肃省,中国,36.0726,103.8412,1
1479A,铁路设计院,兰州市,甘肃省,中国,36.0464,103.831,1
1480A,市环境监测站,西宁市,青海省,中国,36.6428,101.748,1
1481A,省医药仓库,西宁市,青海省,中国,36.6922,101.749,1
1482A,四陆医院,西宁市,青海省,中国,36.5819,101.834,1
1483A,第五水厂(对照点),西宁市,青海省,中国,36.6867,101.524,1
1484A,贺兰山马莲口(对照点),银川市,宁夏回族自治区,中国,38.6016,105.9512,1
1486A,宁安大街(停运160615),银川市,宁夏回族自治区,中国,38.4536,106.217,1
1487A,宁化生活区(停运160703),银川市,宁夏回族自治区,中国,38.4858,106.0715,1
1488A,贺兰山东路,银川市,宁夏回族自治区,中国,38.4975,106.2328,1
1489A,学院路,银川市,宁夏回族自治区,中国,38.5036,106.1358,1
1485A,银湖巷(停运160703),银川市,宁夏回族自治区,中国,38.4744,106.2682,1
1490A,监测站,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.8303,87.5801,1
1491A,收费所,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.768,87.6046,1
1492A,新疆农科院农场(对照点),新疆维吾尔自治区,新疆维吾尔自治区,中国,43.9469,87.4754,1
1493A,铁路局,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.8711,87.5525,1
1494A,三十一中学,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.831,87.6432,1
1495A,七十四中学,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.8729,87.4171,1
1496A,米东区环保局,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.1747,87.7216,11
1001A,万寿西宫,北京市,北京市,中国,39.8784,116.3621,2
1002A,定陵(对照点),北京市,北京市,中国,40.2915,116.2202,1
1003A,东四,北京市,北京市,中国,39.9289,116.4174,3
1004A,天坛,北京市,北京市,中国,39.8863,116.4072,3
1005A,农展馆,北京市,北京市,中国,39.9365,116.462,4
1006A,官园,北京市,北京市,中国,39.9295,116.3392,3
1007A,海淀万柳,北京市,北京市,中国,39.9611,116.2878,1
1008A,顺义新城,北京市,北京市,中国,40.135,116.6636,6
1009A,怀柔镇,北京市,北京市,中国,40.3275,116.6275,7
1010A,昌平镇,北京市,北京市,中国,40.217,116.2296,3
1011A,奥体中心,北京市,北京市,中国,39.9821,116.3966,3
1012A,古城,北京市,北京市,中国,39.9136,116.184,5
1508A,板塘,湘潭市,湖南省,中国,27.8614,112.9433,1
1511A,市监测站,湘潭市,湖南省,中国,27.8403,112.9118,1
1512A,江麓,湘潭市,湖南省,中国,27.8728,112.8937,1
1513A,岳塘,湘潭市,湖南省,中国,27.8159,112.9227,1
1514A,科大,湘潭市,湖南省,中国,27.9119,112.9074,1
1562A,昭山,湘潭市,湖南省,中国,27.9153,113.0048,1
1564A,韶山(对照点),湘潭市,湖南省,中国,27.9164,112.4876,1
1515A,天台山庄,株洲市,湖南省,中国,27.8244,113.135,1
1518A,株冶医院,株洲市,湖南省,中国,27.8867,113.095,1
1519A,市四中,株洲市,湖南省,中国,27.8667,113.167,1
1520A,火车站,株洲市,湖南省,中国,27.8381,113.143,1
1524A,市监测站,株洲市,湖南省,中国,27.8528,113.13,1
1559A,大京风景区(对照点),株洲市,湖南省,中国,27.8336,113.251,1
2031A,云田中学,株洲市,湖南省,中国,27.9958,113.1817,1
1696A,源西(对照点),河源市,广东省,中国,23.7569,114.6778,0
1697A,东埔,河源市,广东省,中国,23.7586,114.6944,0
1698A,老城,河源市,广东省,中国,23.7233,114.6892,0
1702A,环保大楼(对照点),清远市,广东省,中国,23.691,113.0426,0
1703A,凤城街办,清远市,广东省,中国,23.7106,113.0208,1
1704A,高新区,清远市,广东省,中国,23.6272,113.0622,0
1598A,镜湖西路,营口市,辽宁省,中国,40.6511,122.215,0
1599A,西炮台,营口市,辽宁省,中国,40.6655,122.167,2
1596A,学府南路,营口市,辽宁省,中国,40.6592,122.2414,0
1597A,大庆路,营口市,辽宁省,中国,40.7094,122.2703,0
1600A,江湾东路,丹东市,辽宁省,中国,40.0625,124.3303,0
1601A,临江后街,丹东市,辽宁省,中国,40.1503,124.4256,0
1602A,元宝山,丹东市,辽宁省,中国,40.1461,124.3933,0
1603A,民主桥,丹东市,辽宁省,中国,40.1092,124.3633,2
1604A,开发区,盘锦市,辽宁省,中国,41.1489,122.0303,1
1605A,兴隆台,盘锦市,辽宁省,中国,41.0883,122.0485,1
1606A,新生街道,盘锦市,辽宁省,中国,41.1028,121.8297,0
1715A,东风水库,玉溪市,云南省,中国,24.3711,102.575,1
1716A,市监测站,玉溪市,云南省,中国,24.3603,102.5433,1
1717A,大营街镇,玉溪市,云南省,中国,24.3411,102.4964,1
1585A,市环境监测站,包头市,内蒙古自治区,中国,40.6532,109.8756,1
1586A,包百大楼(停用200107),包头市,内蒙古自治区,中国,40.6575,109.8104,1
1587A,包头八中,包头市,内蒙古自治区,中国,40.5842,109.9991,1
1588A,青山宾馆,包头市,内蒙古自治区,中国,40.6821,109.8538,1
1589A,惠龙物流,包头市,内蒙古自治区,中国,40.6288,109.8642,1
1590A,东河鸿龙湾,包头市,内蒙古自治区,中国,40.5546,110.0377,1
1591A,综合楼,鄂尔多斯市,内蒙古自治区,中国,39.8129,110.0023,1
1592A,巴音孟克林场办事处,鄂尔多斯市,内蒙古自治区,中国,39.8261,109.9486,1
1593A,康泽苑,鄂尔多斯市,内蒙古自治区,中国,39.5986,109.7736,1
1594A,华泰汽车城,鄂尔多斯市,内蒙古自治区,中国,39.5989,109.8119,1
1595A,奥林花园,鄂尔多斯市,内蒙古自治区,中国,39.7884,109.9734,1
1607A,龙港区,葫芦岛市,辽宁省,中国,40.7136,120.9092,0
1608A,化工街,葫芦岛市,辽宁省,中国,40.7514,120.8392,0
1609A,新区,葫芦岛市,辽宁省,中国,40.7073,120.8341,2
1610A,东城区,葫芦岛市,辽宁省,中国,40.7677,120.8695,0
1614A,清源山(对照点),泉州市,福建省,中国,24.9604,118.6117,1
1611A,涂山街,泉州市,福建省,中国,24.9117,118.5819,1
1612A,津头埔,泉州市,福建省,中国,24.8978,118.5972,1
1613A,万安,泉州市,福建省,中国,24.9424,118.6663,1
1615A,植物油厂(停运170603),济南市,山东省,中国,36.205,117.685,1
1616A,技术学院,济南市,山东省,中国,36.229,117.6795,1
1617A,日升国际,济南市,山东省,中国,36.2081,117.715,1
1623A,黑马集团,德州市,山东省,中国,37.4504,116.2729,1
1624A,监理站,德州市,山东省,中国,37.4451,116.2991,2
1622A,儿童乐园,德州市,山东省,中国,37.4674,116.3032,1
1625A,区政府,聊城市,山东省,中国,36.4372,115.9848,1
1627A,党校(20190222停运),聊城市,山东省,中国,36.4796,115.9835,1
1626A,二轻机（已停运）,聊城市,山东省,中国,36.4568,115.9968,1
1628A,市环保局,滨州市,山东省,中国,37.3803,118.0062,1
1629A,第二水厂,滨州市,山东省,中国,37.3617,118.0018,1
1630A,北中新校,滨州市,山东省,中国,37.393,117.9776,1
1618A,沂河小区,临沂市,山东省,中国,35.0532,118.3429,1
1619A,鲁南制药厂,临沂市,山东省,中国,35.0583,118.295,1
1620A,新光毛纺厂,临沂市,山东省,中国,34.9976,118.2794,2
1621A,河东保险公司,临沂市,山东省,中国,35.0888,118.3956,1
1638A,薛城环保局,枣庄市,山东省,中国,34.7837,117.2852,1
1639A,峄城区政府,枣庄市,山东省,中国,34.7745,117.5852,1
1640A,台儿庄区环保局,枣庄市,山东省,中国,34.5578,117.7276,1
1641A,山亭区环保局,枣庄市,山东省,中国,35.0992,117.4518,1
1637A,市中区政府,枣庄市,山东省,中国,34.8438,117.558,3
1642A,开发区,烟台市,山东省,中国,37.5639,121.2514,1
1643A,轴承厂,烟台市,山东省,中国,37.5433,121.3719,1
1644A,西郊化工站,烟台市,山东省,中国,37.5436,121.3181,1
1645A,莱山环保局,烟台市,山东省,中国,37.4822,121.4478,1
1646A,福山环保局,烟台市,山东省,中国,37.4967,121.2611,1
1647A,牟平环保局(停运170519),烟台市,山东省,中国,37.3872,121.5953,1
1631A,人民公园,淄博市,山东省,中国,36.8103,118.0414,1
1632A,东风化工厂,淄博市,山东省,中国,36.8406,118.0253,1
1633A,双山,淄博市,山东省,中国,36.4847,117.8525,2
1634A,气象站,淄博市,山东省,中国,36.6331,117.9592,1
1635A,莆田园,淄博市,山东省,中国,36.8194,118.3092,1
1636A,三金集团,淄博市,山东省,中国,36.805,117.8661,2
1651A,共达公司,潍坊市,山东省,中国,36.6572,119.1614,1
1652A,寒亭监测站,潍坊市,山东省,中国,36.7729,119.1936,1
1648A,仲裁委,潍坊市,山东省,中国,36.7019,119.12,1
1649A,刘家园,潍坊市,山东省,中国,36.7306,119.0919,1
1650A,环保局,潍坊市,山东省,中国,36.7023,119.1437,1
1653A,火炬城,济宁市,山东省,中国,35.4302,116.6251,1
1654A,监测站(停运200103),济宁市,山东省,中国,35.4144,116.5856,1
1655A,电化厂,济宁市,山东省,中国,35.4042,116.5491,1
1664A,市监测站,威海市,山东省,中国,37.5072,122.1067,1
1662A,华夏技校,威海市,山东省,中国,37.4236,122.1214,1
1663A,山大分校,威海市,山东省,中国,37.5236,122.0508,1
1665A,西城阳光环保公司,东营市,山东省,中国,37.4658,118.5019,1
1666A,市环保局,东营市,山东省,中国,37.4309,118.6614,1
1667A,耿井村(停运20201117),东营市,山东省,中国,37.4442,118.5857,1
1668A,广南水库(停运170301),东营市,山东省,中国,37.3781,118.8192,1
1674A,金平子站,汕头市,广东省,中国,23.3667,116.6794,1
1675A,龙湖子站,汕头市,广东省,中国,23.3633,116.7244,1
1678A,潮阳子站,汕头市,广东省,中国,23.2539,116.6092,1
1679A,潮南子站,汕头市,广东省,中国,23.2533,116.4069,1
1676A,濠江子站,汕头市,广东省,中国,23.2775,116.7258,1
1677A,澄海子站,汕头市,广东省,中国,23.4714,116.7519,1
1656A,监测站,泰安市,山东省,中国,36.1937,117.1437,1
1657A,人口学校,泰安市,山东省,中国,36.2017,117.0885,1
1658A,电力学校,泰安市,山东省,中国,36.1758,117.1089,1
1659A,监测站,日照市,山东省,中国,35.4209,119.471,1
1660A,市政府广场,日照市,山东省,中国,35.4216,119.523,1
1661A,港务局,日照市,山东省,中国,35.4044,119.5587,2
1722A,红旗广场(停运160601),大同市,山西省,中国,40.0958,113.2858,1
1723A,云冈宾馆,大同市,山西省,中国,40.0758,113.2994,1
1724A,大同大学,大同市,山西省,中国,40.0917,113.3444,1
1725A,安家小村,大同市,山西省,中国,40.1269,113.2661,1
1726A,教育学院,大同市,山西省,中国,40.0844,113.2711,1
1721A,果树场(对照点),大同市,山西省,中国,40.1097,113.3819,1
1738A,市中心,阳泉市,山西省,中国,37.8572,113.5758,1
1739A,赛鱼,阳泉市,山西省,中国,37.8731,113.4894,1
1740A,南庄,阳泉市,山西省,中国,37.8486,113.5819,2
1741A,白羊墅,阳泉市,山西省,中国,37.8531,113.6292,1
1742A,平坦,阳泉市,山西省,中国,37.8703,113.5614,1
1743A,大阳泉,阳泉市,山西省,中国,37.8392,113.5158,2
1735A,工商学校,临汾市,山西省,中国,36.0822,111.5169,1
1736A,市委,临汾市,山西省,中国,36.0855,111.5018,1
1737A,尧庙镇(停运191230),临汾市,山西省,中国,36.0417,111.4917,1
1732A,市监测站(停运161122),临汾市,山西省,中国,36.0978,111.5125,1
1733A,临钢医院,临汾市,山西省,中国,36.0783,111.5531,1
1734A,技工学校,临汾市,山西省,中国,36.0714,111.5028,1
1870A,柳东小学,柳州市,广西壮族自治区,中国,24.3895,109.4856,1
1871A,环保监测站,柳州市,广西壮族自治区,中国,24.3277,109.4157,1
1872A,河西水厂,柳州市,广西壮族自治区,中国,24.341,109.389,1
1873A,市四中,柳州市,广西壮族自治区,中国,24.2921,109.4311,1
1874A,市九中,柳州市,广西壮族自治区,中国,24.3631,109.4006,1
1875A,古亭山,柳州市,广西壮族自治区,中国,24.3134,109.4958,2
1727A,清华站,长治市,山西省,中国,36.1547,113.1147,1
1728A,监测站,长治市,山西省,中国,36.1989,113.1031,1
1729A,澳瑞特,长治市,山西省,中国,36.1961,113.1466,1
1730A,审计局,长治市,山西省,中国,36.2125,113.0886,1
1731A,长治八中,长治市,山西省,中国,36.1856,113.0844,1
1918A,气象站(对照点),咸阳市,陕西省,中国,34.3956,108.7197,1
1919A,实验中学,咸阳市,陕西省,中国,34.3155,108.673,1
1920A,师范学院,咸阳市,陕西省,中国,34.3617,108.7233,1
1921A,中医学院,咸阳市,陕西省,中国,34.3164,108.7369,1
1922A,党校(对照点),铜川市,陕西省,中国,35.0994,109.0656,1
1923A,王益区政府,铜川市,陕西省,中国,35.0697,109.0697,1
1924A,新区管委会,铜川市,陕西省,中国,34.9058,108.9344,1
1925A,新区兰芝公司,铜川市,陕西省,中国,34.8731,108.9589,1
1866A,牛尾岭水库(对照点),北海市,广西壮族自治区,中国,21.588,109.2262,1
1867A,海滩公园,北海市,广西壮族自治区,中国,21.4086,109.1436,1
1868A,新市环保局,北海市,广西壮族自治区,中国,21.4661,109.0981,1
1869A,北海工业园,北海市,广西壮族自治区,中国,21.5233,109.1778,1
1939A,日报社,渭南市,陕西省,中国,34.4877,109.4974,2
1940A,体育馆,渭南市,陕西省,中国,34.493,109.4636,1
1938A,农科所(对照点),渭南市,陕西省,中国,34.5101,109.5293,1
1941A,高新一小,渭南市,陕西省,中国,34.5023,109.4259,1
1926A,枣园(对照点),延安市,陕西省,中国,36.6275,109.4131,1
1927A,延大医附院,延安市,陕西省,中国,36.6028,109.4761,1
1928A,市监测站,延安市,陕西省,中国,36.5767,109.4824,1
1929A,百米大道,延安市,陕西省,中国,36.6106,109.5056,1
1931A,竹园沟,宝鸡市,陕西省,中国,34.3017,107.0708,1
1932A,三陆医院,宝鸡市,陕西省,中国,34.3672,107.1906,1
1933A,监测站,宝鸡市,陕西省,中国,34.3547,107.1431,1
1934A,技工学校,宝鸡市,陕西省,中国,34.3739,107.1186,1
1936A,文理学院,宝鸡市,陕西省,中国,34.3497,107.2058,1
1937A,三迪小学,宝鸡市,陕西省,中国,34.3622,107.2386,1
1930A,庙沟村(对照点),宝鸡市,陕西省,中国,34.3063,107.185,1
1935A,陈仓区环保局家属楼,宝鸡市,陕西省,中国,34.3528,107.3906,1
1669A,市八中,韶关市,广东省,中国,24.7733,113.5824,1
1670A,碧湖山庄,韶关市,广东省,中国,24.8082,113.5556,1
1671A,园林处,韶关市,广东省,中国,24.7972,113.5917,1
1672A,韶关学院,韶关市,广东省,中国,24.7791,113.6735,1
1673A,曲江监测站,韶关市,广东省,中国,24.6863,113.5971,1
1718A,气象局,菏泽市,山东省,中国,35.2464,115.4208,1
1719A,市政协,菏泽市,山东省,中国,35.2375,115.4747,1
1720A,菏泽学院,菏泽市,山东省,中国,35.27,115.455,1
1680A,湛江影剧院,湛江市,广东省,中国,21.2706,110.3539,1
1681A,市环境监测站,湛江市,广东省,中国,21.2228,110.3928,1
1682A,环保局宿舍,湛江市,广东省,中国,21.1997,110.4019,1
1683A,霞山游泳场,湛江市,广东省,中国,21.2028,110.4111,1
1684A,麻章区环保局,湛江市,广东省,中国,21.2679,110.3316,1
1685A,坡头区环保局,湛江市,广东省,中国,21.2567,110.4558,1
1686A,电白南海,茂名市,广东省,中国,21.4688,111.0286,1
1687A,茂石化七小,茂名市,广东省,中国,21.6533,110.9294,1
1688A,健康路,茂名市,广东省,中国,21.6687,110.9107,1
1689A,高岭,茂名市,广东省,中国,21.6828,110.8592,1
1690A,梅江月梅,梅州市,广东省,中国,24.3284,116.1231,1
