code,name,city,prov,nation,lat,lon,risk
3614A,地区环保局,新疆维吾尔自治区,新疆维吾尔自治区,中国,37.0877,79.924,0
3615A,市环保局,新疆维吾尔自治区,新疆维吾尔自治区,中国,37.113,79.9131,0
3631A,高新区,石家庄市,河北省,中国,38.0266,114.6063,0
3637A,人民广场,七台河市,黑龙江省,中国,45.7761,131.0176,0
3642A,市北区南部,青岛市,山东省,中国,36.0736,120.3503,0
3643A,李沧区北部,青岛市,山东省,中国,36.1805,120.3948,0
3644A,三金集团,淄博市,山东省,中国,36.805,117.8661,0
3645A,东风化工厂,淄博市,山东省,中国,36.8406,118.0253,0
3646A,胜利站,东营市,山东省,中国,37.4623,118.4978,0
3667A,水利职院,运城市,山西省,中国,35.0547,111.0283,11
3670A,禹都公园,运城市,山西省,中国,35.0439,111.0522,0
3719A,昌都会议中心,西藏自治区,西藏自治区,中国,31.1406,97.1714,0
3726A,林业技术推广中心,西藏自治区,西藏自治区,中国,29.2426,88.8781,0
3728A,白酒学院,宜宾市,四川省,中国,28.8071,104.68,11
3734A,理想之城,滨州市,山东省,中国,37.26,118.35,11
3007A,新城一中,连云港市,江苏省,中国,34.844,119.178,0
3109A,赣县区卫计委,赣州市,江西省,中国,25.8613,115.0093,0
3241A,百合公园,兰州市,甘肃省,中国,36.0842,103.7439,0
3242A,和平,兰州市,甘肃省,中国,35.998,103.9611,0
3245A,新区管委会,兰州市,甘肃省,中国,36.533,103.6633,0
3246A,舟曲中学,兰州市,甘肃省,中国,36.4789,103.6975,0
3247A,市总工会,陇南市,甘肃省,中国,33.371,104.955,0
3248A,雄关区,嘉峪关市,甘肃省,中国,39.7724,98.2643,0
3265A,宝山庙行,上海市,上海市,中国,31.3322,121.4316,0
3266A,崇明上实东滩,上海市,上海市,中国,31.4662,121.8791,0
3268A,嘉定南翔,上海市,上海市,中国,31.2838,121.3162,0
3269A,金山新城,上海市,上海市,中国,30.7456,121.3359,0
3270A,闵行浦江,上海市,上海市,中国,31.0739,121.4996,0
3271A,青浦徐泾,上海市,上海市,中国,31.1663,121.2886,0
3272A,松江图书馆,上海市,上海市,中国,31.0378,121.2186,0
3273A,长宁仙霞,上海市,上海市,中国,31.2059,121.3902,0
3274A,浦东惠南,上海市,上海市,中国,31.0507,121.7965,0
3281A,延庆夏都,北京市,北京市,中国,40.4529,115.9718,0
3282A,大同市卫生学校,大同市,山西省,中国,40.0597,113.3397,0
3283A,滨河大厦,包头市,内蒙古自治区,中国,40.5685,109.9154,0
3284A,海北新区,乌海市,内蒙古自治区,中国,39.7274,106.813,0
3285A,北京八中,乌兰察布市,内蒙古自治区,中国,40.9509,113.1376,0
3286A,桥北物流园区,赤峰市,内蒙古自治区,中国,42.3147,118.9359,0
3287A,富润路1号,镇江市,江苏省,中国,32.1976,119.3842,0
3289A,方洲路,苏州市,江苏省,中国,31.3188,120.743,0
3290A,木渎中学,苏州市,江苏省,中国,31.2774,120.5031,0
3291A,通州监测站,南通市,江苏省,中国,32.062,121.067,0
3293A,月亮广场,盐城市,江苏省,中国,33.3367,120.1501,0
3294A,引江管理处,扬州市,江苏省,中国,32.4222,119.5653,0
3295A,姜堰区政府广场,泰州市,江苏省,中国,32.5099,120.1259,0
3298A,从化街口,广州市,广东省,中国,23.5491,113.5717,0
3299A,白云竹料,广州市,广东省,中国,23.3692,113.3472,0
3300A,白云嘉禾,广州市,广东省,中国,23.237,113.2981,0
3301A,黄埔科学城,广州市,广东省,中国,23.1716,113.4256,0
3302A,番禺大学城,广州市,广东省,中国,23.0483,113.3942,0
3303A,南沙黄阁,广州市,广东省,中国,22.8168,113.4922,0
3304A,南沙街,广州市,广东省,中国,22.7896,113.5342,0
3305A,莲花,深圳市,广东省,中国,22.559,114.0731,0
3306A,民治,深圳市,广东省,中国,22.6198,114.0261,0
3307A,横岗,深圳市,广东省,中国,22.6451,114.1871,0
3308A,金湾,珠海市,广东省,中国,22.0569,113.3494,0
3311A,江海富民,江门市,广东省,中国,22.5647,113.1075,0
3313A,高要湖西,肇庆市,广东省,中国,23.0166,112.4575,0
3314A,惠阳秋长,惠州市,广东省,中国,22.8134,114.4338,0
3315A,梅龙,梅州市,广东省,中国,24.2991,116.1233,0
3317A,两阳中学,阳江市,广东省,中国,21.8947,111.9765,0
3318A,清新太和,清远市,广东省,中国,23.7403,112.9903,0
3319A,万江金泰,东莞市,广东省,中国,23.0381,113.7338,0
3320A,曲溪,揭阳市,广东省,中国,23.5699,116.403,0
3323A,青少年活动中心,张家口市,河北省,中国,40.9724,115.2773,0
3324A,河北水利电力学院,沧州市,河北省,中国,38.3004,116.8136,0
3325A,雍阳西道,天津市,天津市,中国,39.3828,117.0365,0
3326A,辛老路,天津市,天津市,中国,39.0605,117.0296,0
3327A,地纬路,天津市,天津市,中国,38.9375,116.9638,0
3328A,市气象局,芜湖市,安徽省,中国,31.3707,118.4209,0
3330A,杜集区检察院,淮北市,安徽省,中国,33.9836,116.8873,0
3331A,图书馆,滁州市,安徽省,中国,32.2634,118.3267,0
3332A,亳州学院,亳州市,安徽省,中国,33.8034,115.7633,0
3333A,第八中学,池州市,安徽省,中国,30.695,117.5627,0
3334A,第十二中学,池州市,安徽省,中国,30.6243,117.5038,0
3335A,马村街道办,焦作市,河南省,中国,35.2641,113.3137,0
3336A,焦作技师学院,焦作市,河南省,中国,35.2373,113.2465,0
3337A,许昌学院,许昌市,河南省,中国,34.0442,113.8614,0
3338A,芙蓉广场,许昌市,河南省,中国,34.0823,113.843,0
3339A,小管楼,驻马店市,河南省,中国,33.0412,114.0012,0
3340A,伊滨,洛阳市,河南省,中国,34.6326,112.6005,0
3341A,中移产业园,洛阳市,河南省,中国,34.6332,112.4951,0
3342A,中心小学,伊春市,黑龙江省,中国,47.4346,128.4741,0
3343A,检察院,伊春市,黑龙江省,中国,47.7369,128.6871,0
3344A,双子河社区,伊春市,黑龙江省,中国,47.8474,128.8431,0
3346A,安康,重庆市,重庆市,中国,31.1628,108.3872,0
3347A,北山路,重庆市,重庆市,中国,29.3569,105.9017,0
3348A,春阳街,重庆市,重庆市,中国,30.1946,105.839,0
3349A,人民东路,重庆市,重庆市,中国,30.6758,107.7983,0
3350A,滩子口,重庆市,重庆市,中国,29.0244,106.6479,0
3351A,棠香,重庆市,重庆市,中国,29.7076,105.7167,0
3352A,桃源西路,重庆市,重庆市,中国,29.8617,107.0732,0
3353A,迎宾大道,重庆市,重庆市,中国,29.7287,107.3535,0
3354A,舟白,重庆市,重庆市,中国,29.5081,108.815,0
3355A,周家坝,重庆市,重庆市,中国,30.8426,108.3679,0
3356A,百安坝,重庆市,重庆市,中国,30.7555,108.4319,0
3357A,金博路,成都市,四川省,中国,30.6931,104.0106,0
3358A,临江路,成都市,四川省,中国,30.6994,103.8458,0
3359A,华阳,成都市,四川省,中国,30.5225,104.0578,0
3360A,南湖救助站,自贡市,四川省,中国,29.3194,104.7894,0
3361A,理工大学,乐山市,四川省,中国,29.5628,103.7311,0
3364A,市环保局,枣庄市,山东省,中国,34.8103,117.3152,0
3366A,中国农业大学,烟台市,山东省,中国,37.4336,121.5206,0
3368A,高新实验学校,潍坊市,山东省,中国,36.6872,119.1977,0
3369A,开发区幼儿园,临沂市,山东省,中国,35.0278,118.3977,0
3370A,十里堡居委,临沂市,山东省,中国,35.0215,118.3564,0
3371A,开发区人民医院,德州市,山东省,中国,37.4403,116.3728,0
3372A,太阳城中学,德州市,山东省,中国,37.4094,116.3572,0
3374A,定陶老年大学,菏泽市,山东省,中国,35.0891,115.5564,0
3375A,青年创业园,昆明市,云南省,中国,24.8336,102.8017,0
3376A,南苑二区,曲靖市,云南省,中国,25.462,103.7947,0
3377A,曲靖师范学院,曲靖市,云南省,中国,25.5261,103.7444,0
3378A,老边实验中学,营口市,辽宁省,中国,40.6771,122.371,0
3379A,鲅鱼圈市民活动中心,营口市,辽宁省,中国,40.2278,122.1139,0
3380A,甘肃民族师范学院,甘南藏族自治州,甘肃省,中国,34.9617,102.8914,0
3396A,襄城隆中路,襄阳市,湖北省,中国,32.0067,112.0828,0
3397A,高新台子湾,襄阳市,湖北省,中国,32.1008,112.1214,0
3398A,市林业局,黄冈市,湖北省,中国,30.4445,114.9136,0
3399A,师范学院,衡阳市,湖南省,中国,26.882,112.6703,0
3400A,龙潭自来水厂,北海市,广西壮族自治区,中国,21.4415,109.1911,0
3401A,红星社区,南宁市,广西壮族自治区,中国,22.7618,108.4834,0
3402A,市二中,柳州市,广西壮族自治区,中国,24.3996,109.5422,0
3403A,创业大厦,桂林市,广西壮族自治区,中国,25.2381,110.1764,0
3404A,北职校,钦州市,广西壮族自治区,中国,21.9633,108.5959,0
3405A,新世纪学校,贵港市,广西壮族自治区,中国,23.1172,109.5886,0
3406A,祈福高中,百色市,广西壮族自治区,中国,23.8798,106.6085,0
3407A,秀洲住建,嘉兴市,浙江省,中国,30.7739,120.6916,0
3408A,绍兴中专,绍兴市,浙江省,中国,29.9361,120.5683,0
3409A,柯桥区政府,绍兴市,浙江省,中国,30.0861,120.4906,0
3410A,重华小学,绍兴市,浙江省,中国,30.0249,120.8752,0
3411A,上虞中学,绍兴市,浙江省,中国,30.0137,120.8369,0
3414A,桑海产业园,南昌市,江西省,中国,28.932,115.8347,0
3415A,万载县环保局,宜春市,江西省,中国,28.0828,114.4519,0
3416A,潍坊学院,潍坊市,山东省,中国,36.7149,119.1755,0
3417A,平谷新城,北京市,北京市,中国,40.1465,117.0709,0
3418A,密云新城,北京市,北京市,中国,40.4095,116.8336,0
3419A,包头市委党校,包头市,内蒙古自治区,中国,40.6261,109.9447,0
3421A,市委党校,乌兰察布市,内蒙古自治区,中国,40.9779,113.1775,0
3425A,越秀幼儿园,苏州市,江苏省,中国,31.1733,120.624,0
3426A,新华书店,淮安市,江苏省,中国,33.2894,118.8755,0
3428A,华庄,无锡市,江苏省,中国,31.4753,120.3142,0
3429A,武进经发区,常州市,江苏省,中国,31.7066,119.8598,0
3430A,金坛城区,常州市,江苏省,中国,31.7245,119.5826,0
3431A,高铁新城,苏州市,江苏省,中国,31.416,120.6505,0
3432A,环境教育馆,南通市,江苏省,中国,31.9883,120.9348,0
3434A,工贸学校,连云港市,江苏省,中国,34.6539,119.2413,0
3435A,周山河街区,泰州市,江苏省,中国,32.4322,119.9192,0
3436A,大丰高级中学,盐城市,江苏省,中国,33.205,120.4279,0
3437A,达坂城区环保局,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.3658,88.3118,0
3438A,红光山片区,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.8801,87.6162,0
3439A,新师大温泉校区,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.8004,87.7024,0
3440A,大绿谷,新疆维吾尔自治区,新疆维吾尔自治区,中国,43.8411,87.4921,0
3441A,经开区管委会,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.1912,87.546,0
3442A,南区管委会,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.2331,86.047,0
3443A,花都梯面,广州市,广东省,中国,23.5544,113.2902,0
3444A,潮南峡山,汕头市,广东省,中国,23.2684,116.454,0
3445A,从化良口,广州市,广东省,中国,23.7478,113.7858,0
3446A,增城荔城,广州市,广东省,中国,23.2614,113.8051,0
3447A,坪山,深圳市,广东省,中国,22.7151,114.3551,0
3448A,横琴,珠海市,广东省,中国,22.1163,113.5433,0
3449A,新会银湖,江门市,广东省,中国,22.4667,113.05,0
3450A,电白水东,茂名市,广东省,中国,21.5165,111.01,0
3451A,鼎湖凤凰,肇庆市,广东省,中国,23.2083,112.5617,0
3452A,大亚湾霞涌,惠州市,广东省,中国,22.775,114.6517,0
3453A,阳东陶然,阳江市,广东省,中国,21.8749,112.0125,0
3454A,中山南区,中山市,广东省,中国,22.478,113.3528,0
3455A,清城东城,清远市,广东省,中国,23.7198,113.076,0
3457A,冀东油田职工医院,唐山市,河北省,中国,39.2762,118.4359,0
3458A,香泉濮院小区,邯郸市,河北省,中国,36.5593,114.7895,0
3459A,地表水厂,衡水市,河北省,中国,37.5491,115.5989,0
3460A,北环路,天津市,天津市,中国,40.0583,117.4067,0
3461A,建设路,天津市,天津市,中国,39.7169,117.3045,0
3462A,滨水东路,天津市,天津市,中国,39.3521,117.8199,0
3463A,社会福利中心,宿州市,安徽省,中国,33.591,116.9708,0
3464A,高教基地,合肥市,安徽省,中国,31.9147,117.3803,0
3465A,清苑社区,芜湖市,安徽省,中国,31.3225,118.4781,0
3466A,扬子职业技术学院,芜湖市,安徽省,中国,31.2326,118.2746,0
3468A,市规划展馆,阜阳市,安徽省,中国,32.8613,115.7901,0
3469A,枣园社区,阜阳市,安徽省,中国,32.9183,115.836,0
3470A,夏渡子站,宣城市,安徽省,中国,30.9141,118.7724,0
3471A,惠济区政府,郑州市,河南省,中国,34.86783,113.616563,0
3473A,技师学院,开封市,河南省,中国,34.8306,114.2485,0
3474A,大新区,鹤壁市,河南省,中国,35.6822,114.2617,0
3475A,市政府,新乡市,河南省,中国,35.3045,113.9188,0
3476A,河师大,新乡市,河南省,中国,35.3327,113.9135,0
3477A,中站许衡医院,焦作市,河南省,中国,35.2539,113.1656,0
3478A,市图书馆,漯河市,河南省,中国,33.5664,113.9749,0
3479A,召陵区卫健委,漯河市,河南省,中国,33.5906,114.0967,0
3480A,美溪镇,伊春市,黑龙江省,中国,47.6417,129.1368,0
3481A,萨区政府监测点,大庆市,黑龙江省,中国,46.634,125.141,0
3482A,芙蓉中路,重庆市,重庆市,中国,29.3277,107.7541,0
3483A,西山,重庆市,重庆市,中国,29.5368,108.7661,0
3484A,行政中心,重庆市,重庆市,中国,29.32,106.2628,0
3485A,高寺路,重庆市,重庆市,中国,29.1608,107.0944,0
3487A,车城东七路,成都市,四川省,中国,30.5319,104.2394,0
3488A,青白江技师分院,成都市,四川省,中国,30.7453,104.3853,0
3489A,科学城,成都市,四川省,中国,30.4072,104.0789,0
3490A,纳溪区环保局,泸州市,四川省,中国,28.7703,105.3617,0
3491A,西科大附属小学,绵阳市,四川省,中国,31.5322,104.69,0
3492A,安州区旅游局,绵阳市,四川省,中国,31.5343,104.5648,0
3496A,南坊新区,临沂市,山东省,中国,35.1084,118.3604,0
3500A,北湖一中,济宁市,山东省,中国,35.3707,116.5814,0
3501A,服务中心,济宁市,山东省,中国,35.5593,116.8249,0
3505A,临港区管委会,威海市,山东省,中国,37.3414,122.1379,0
3507A,职业技术学院,日照市,山东省,中国,35.4625,119.5328,0
3511A,陵城艺术中心,德州市,山东省,中国,37.3319,116.5652,0
3512A,华润纺织,聊城市,山东省,中国,36.4674,116.049,0
3513A,九州社区,聊城市,山东省,中国,36.4361,116.0445,0
3514A,中海酒店,滨州市,山东省,中国,37.3956,117.9378,0
3515A,开发区一中,滨州市,山东省,中国,37.3553,117.9378,0
3516A,金海六路,滨州市,山东省,中国,37.694,118.0917,0
3520A,妇女儿童医院,石嘴山市,宁夏回族自治区,中国,38.9836,106.3495,0
3521A,石大公路,石嘴山市,宁夏回族自治区,中国,39.2069,106.7492,0
3522A,原州区十五小,固原市,宁夏回族自治区,中国,35.9959,106.2177,0
3523A,滨河新区,银川市,宁夏回族自治区,中国,38.3856,106.5105,0
3524A,文体局,西安市,陕西省,中国,34.1164,108.6116,0
3525A,奥体中心,咸阳市,陕西省,中国,34.4078,108.6396,0
3526A,吴航,福州市,福建省,中国,25.9664,119.5189,0
3527A,集美中学,厦门市,福建省,中国,24.5688,118.0958,0
3528A,同安二实小,厦门市,福建省,中国,24.7245,118.1493,0
3529A,城华南路,泉州市,福建省,中国,24.9264,118.6333,0
3530A,西洋坪路,漳州市,福建省,中国,24.5314,117.6296,0
3531A,旅游学院,桂林市,广西壮族自治区,中国,25.1253,110.296,0
3532A,玉林师范学院东校区,玉林市,广西壮族自治区,中国,22.6831,110.1945,0
3533A,福绵环保局,玉林市,广西壮族自治区,中国,22.5893,110.0527,0
3534A,西湾,贺州市,广西壮族自治区,中国,24.4553,111.4744,0
3535A,兴宾区政府,来宾市,广西壮族自治区,中国,23.7297,109.1781,0
3536A,第十二小学,遵义市,贵州省,中国,27.5919,106.8547,0
3537A,长征村,毕节市,贵州省,中国,27.3533,105.3631,0
3538A,沙坝,黔南布依族苗族自治州,贵州省,中国,26.2978,107.5175,0
3539A,桂林洋子站,海口市,海南省,中国,19.9736,110.5111,0
3540A,君悦子站,三亚市,海南省,中国,18.3443,109.7348,0
3541A,第一中学子站,儋州市,海南省,中国,19.5167,109.5726,0
3542A,东坡学校子站,儋州市,海南省,中国,19.5187,109.5567,0
3543A,永兴岛子站,三沙市,海南省,中国,16.8396,112.3466,0
3544A,奉贤南桥新城,上海市,上海市,中国,30.925,121.4891,0
3545A,郧阳区金沙路,十堰市,湖北省,中国,32.8401,110.8054,0
3546A,猇亭区张家湾站,宜昌市,湖北省,中国,30.552,111.4606,0
3547A,龙泉中学南校,荆门市,湖北省,中国,31.0138,112.1632,0
3548A,学苑路,荆州市,湖北省,中国,30.3364,112.1655,0
3549A,龙凤新区,恩施土家族苗族自治州,湖北省,中国,30.3772,109.5061,0
3550A,昆明学院,昆明市,云南省,中国,24.9786,102.7997,0
3551A,晋宁区生态环境分局,昆明市,云南省,中国,24.6736,102.5967,0
3552A,云天化总部,昆明市,云南省,中国,24.9856,102.6678,0
3557A,镇二中,杭州市,浙江省,中国,30.0494,119.9464,0
3558A,市府大楼,杭州市,浙江省,中国,30.2367,119.7183,0
3560A,柯桥妇保,绍兴市,浙江省,中国,30.0415,120.4722,0
3561A,茶山,温州市,浙江省,中国,27.9251,120.6985,0
3562A,南浔区站,湖州市,浙江省,中国,30.8538,120.4148,0
3564A,台州科技职业学院,台州市,浙江省,中国,28.6681,121.2568,0
3565A,云冈站,大同市,山西省,中国,40.1122,113.1367,0
3566A,图书馆,大同市,山西省,中国,40.2556,113.1186,0
3567A,区一中,大同市,山西省,中国,40.0461,113.5931,0
3568A,向阳小学,长治市,山西省,中国,36.0464,113.06,0
3569A,屯留一中,长治市,山西省,中国,36.3144,112.8792,0
3570A,潞城四中,长治市,山西省,中国,36.3489,113.235,0
3571A,一水厂,朔州市,山西省,中国,39.53,112.2931,0
3575A,正泰大街热力站,唐山市,河北省,中国,39.58089,118.09279,0
3576A,丰润区政府,唐山市,河北省,中国,39.8322,118.1562,0
3577A,金山小学,唐山市,河北省,中国,39.73809,118.43673,0
3578A,政府服务中心,唐山市,河北省,中国,39.66941,118.24498,0
3579A,永年区实验高中,邯郸市,河北省,中国,36.77178,114.50634,0
3580A,峰峰矿区临水派出所,邯郸市,河北省,中国,36.44293,114.20016,0
3581A,满城区生态环境分局,保定市,河北省,中国,38.95208,115.31981,0
3582A,清苑区第二中学,保定市,河北省,中国,38.76408,115.47694,0
3583A,徐水物探局,保定市,河北省,中国,39.02311,115.62909,0
3584A,容城县环境保护局,保定市,河北省,中国,39.0341,115.8844,0
3585A,河北容城中学,保定市,河北省,中国,39.0645,115.8665,0
3586A,安新县民政局,保定市,河北省,中国,38.9405,115.923,0
3587A,安新县电力局,保定市,河北省,中国,38.9338,115.9324,0
3588A,雄县环境保护局,保定市,河北省,中国,38.9816,116.0901,0
3589A,雄县国土资源局,保定市,河北省,中国,39.0046,116.1105,0
3590A,北区建设指挥部,郑州市,河南省,中国,34.5589,113.8374,0
3591A,上街区政府,郑州市,河南省,中国,34.803229,113.30952,0
3592A,祥符区生态环境局,开封市,河南省,中国,34.7556,114.4644,0
3593A,吉利监测站,洛阳市,河南省,中国,34.8993,112.5736,0
3594A,石龙区,平顶山市,河南省,中国,33.9116,112.8867,0
3596A,南山宾馆,鹤壁市,河南省,中国,35.9603,114.1572,0
3597A,建安区兴业大厦,许昌市,河南省,中国,34.1251,113.8134,0
3598A,富达温泉假日酒店,三门峡市,河南省,中国,34.7167,111.1,0
3599A,书院路,重庆市,重庆市,中国,29.9851,106.2649,0
3600A,虎峰,重庆市,重庆市,中国,29.5559,106.2339,0
3601A,龙门街,重庆市,重庆市,中国,29.8342,106.0499,0
3604A,岚山环保分局,日照市,山东省,中国,35.1044,119.3266,0
3605A,无线电监控中心,西安市,陕西省,中国,34.5236,109.09,0
3606A,北杜,咸阳市,陕西省,中国,34.46,108.7108,0
3607A,同德佳苑,咸阳市,陕西省,中国,34.2956,108.7096,0
3608A,崇文塔,咸阳市,陕西省,中国,34.4978,108.8558,0
3610A,昌元,重庆市,重庆市,中国,29.4105,105.5933,0
3612A,白碱滩区新站,新疆维吾尔自治区,新疆维吾尔自治区,中国,45.6899,85.1045,0
3613A,亚心广场,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.0142,87.3095,0
3616A,市中心医院,巴中市,四川省,中国,31.8344,106.7616,0
3617A,经开区,广元市,四川省,中国,32.4166,105.8047,0
3618A,金胜,太原市,山西省,中国,37.782,112.4701,0
3619A,龙柱,阳泉市,山西省,中国,37.8571,113.617,0
3620A,泽州一中,晋城市,山西省,中国,35.4828,112.8271,0
3621A,聚英学校,乌海市,内蒙古自治区,中国,39.6778,106.8288,0
3622A,碧湖山庄,韶关市,广东省,中国,24.8082,113.5556,0
3623A,西乡,深圳市,广东省,中国,22.5861,113.8953,0
3624A,潮南子站,汕头市,广东省,中国,23.2533,116.4069,0
3625A,容桂街道办,佛山市,广东省,中国,22.7642,113.2544,0
3626A,南城元岭,东莞市,广东省,中国,23.0202,113.7533,0
3627A,东城主山,东莞市,广东省,中国,23.0457,113.7875,0
3628A,文笔,云浮市,广东省,中国,22.9374,112.0336,0
3629A,世纪职校,西宁市,青海省,中国,36.5786,101.8305,0
3630A,师大城西校区,西宁市,青海省,中国,36.6397,101.7413,0
3633A,雨山,马鞍山市,安徽省,中国,31.6809,118.4918,0
3634A,宿州学院,宿州市,安徽省,中国,33.6305,116.9884,0
3635A,河科大西苑校区,洛阳市,河南省,中国,34.662,112.3677,0
3636A,英才小学,洛阳市,河南省,中国,34.6781,112.4388,0
3638A,轻化工大学,自贡市,四川省,中国,29.3338,104.7636,0
3639A,市教育局,德阳市,四川省,中国,31.1244,104.4019,0
3647A,菏泽医专,菏泽市,山东省,中国,35.2706,115.4702,0
3648A,文卫南街,吴忠市,宁夏回族自治区,中国,37.9768,106.2112,0
3650A,沙坡头区政府站,中卫市,宁夏回族自治区,中国,37.5162,105.1698,0
3651A,旺旺集团,铜川市,陕西省,中国,34.8732,108.9543,0
3652A,西北局旧址,延安市,陕西省,中国,36.5786,109.4809,0
3653A,云深路,宜昌市,湖北省,中国,30.7273,111.3119,0
3654A,精准医疗中心,鄂州市,湖北省,中国,30.4089,114.8094,0
3655A,长江产业园,咸宁市,湖北省,中国,29.8683,114.3375,0
3656A,消防大队,杭州市,浙江省,中国,30.2864,120.1556,0
3658A,袍江中学,绍兴市,浙江省,中国,30.0764,120.6153,0
3659A,气象局,金华市,浙江省,中国,29.1131,119.656,0
3661A,坝陵桥,太原市,山西省,中国,37.8875,112.5667,0
3664A,连云街道,连云港市,江苏省,中国,34.7341,119.4172,0
3665A,克州文化中心,新疆维吾尔自治区,新疆维吾尔自治区,中国,39.7157,76.1658,0
3669A,左辅环卫站,安阳市,河南省,中国,36.0637,114.4705,0
3671A,门头沟三家店,北京市,北京市,中国,39.9726,116.088,0
3672A,丰台云岗,北京市,北京市,中国,39.8204,116.1541,0
3673A,通州东关,北京市,北京市,中国,39.9081,116.6804,0
3674A,房山燕山,北京市,北京市,中国,39.7603,115.9577,0
3675A,大兴旧宫,北京市,北京市,中国,39.7733,116.4672,0
3689A,行政服务中心,新乡市,河南省,中国,35.372,113.9003,0
3694A,延庆石河营,北京市,北京市,中国,40.4563,115.986,0
3695A,怀柔新城,北京市,北京市,中国,40.3053,116.6151,0
3696A,丰台小屯,北京市,北京市,中国,39.8768,116.2545,0
3697A,密云镇,北京市,北京市,中国,40.3844,116.84,0
3860A,皇山花园小区,临沂市,山东省,中国,35.03,118.392,0
3861A,寒亭区实验一小,潍坊市,山东省,中国,36.7699,119.2041,0
3866A,三高中,营口市,辽宁省,中国,40.66302,122.2469,0
3867A,平安区公安北苑,海东市,青海省,中国,36.5056,102.0738,0
